"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13","28 Получить список todos с XML pref форматом GET /todos","chromium","Sat Nov 08 19:20:16 UTC 2025","passed","Sat Nov 08 19:20:16 UTC 2025","API challenge","","",""
"","17","13 Создание todo с максимальными значениями title и description POST /todos","chromium","Sat Nov 08 19:20:15 UTC 2025","passed","Sat Nov 08 19:20:15 UTC 2025","API challenge","","",""
"","4468","Добавление комментария к статье","chromium","Sat Nov 08 19:20:26 UTC 2025","passed","Sat Nov 08 19:20:31 UTC 2025","Статьи пользователя","","",""
"","27","19 Отредактировать существующее todo в системе полностью PUT /todos/{id}","chromium","Sat Nov 08 19:20:16 UTC 2025","passed","Sat Nov 08 19:20:16 UTC 2025","API challenge","","",""
"","4154","Добавление новой статьи","chromium","Sat Nov 08 19:20:16 UTC 2025","passed","Sat Nov 08 19:20:20 UTC 2025","Статьи пользователя","","",""
"","5081","Редактирование существующей статьи","chromium","Sat Nov 08 19:20:21 UTC 2025","passed","Sat Nov 08 19:20:26 UTC 2025","Статьи пользователя","","",""
"","15","05 Получить информацию todos по ID GET /todos/{Id}","chromium","Sat Nov 08 19:20:15 UTC 2025","passed","Sat Nov 08 19:20:15 UTC 2025","API challenge","","",""
"","20","03 Получить список todos GET /todos","chromium","Sat Nov 08 19:20:15 UTC 2025","passed","Sat Nov 08 19:20:15 UTC 2025","API challenge","","",""
"","6682","Изменение данных пользователя","chromium","Sat Nov 08 19:20:34 UTC 2025","passed","Sat Nov 08 19:20:41 UTC 2025","Профиль пользователя","","",""
"","18","17 Обновление существующего todo POST /todos/{id}","chromium","Sat Nov 08 19:20:16 UTC 2025","passed","Sat Nov 08 19:20:16 UTC 2025","API challenge","","",""
"","16","18 Обновление несуществующего todo POST /todos/{id}","chromium","Sat Nov 08 19:20:16 UTC 2025","passed","Sat Nov 08 19:20:16 UTC 2025","API challenge","","",""
"","19","24 Проверка доступных типов методов API /todos","chromium","Sat Nov 08 19:20:16 UTC 2025","passed","Sat Nov 08 19:20:16 UTC 2025","API challenge","","",""
"","14","25 Получить список todos в XML формате GET /todos","chromium","Sat Nov 08 19:20:16 UTC 2025","passed","Sat Nov 08 19:20:16 UTC 2025","API challenge","","",""
"","14","22 Отредактировать существующее todo в системе PUT /todos/{id}","chromium","Sat Nov 08 19:20:16 UTC 2025","passed","Sat Nov 08 19:20:16 UTC 2025","API challenge","","",""
"","27","15 Создание todo с дополнительным параметром priority POST /todos","chromium","Sat Nov 08 19:20:15 UTC 2025","passed","Sat Nov 08 19:20:16 UTC 2025","API challenge","","",""
"","19","07 Получить headers todos HEAD /todos","chromium","Sat Nov 08 19:20:15 UTC 2025","passed","Sat Nov 08 19:20:15 UTC 2025","API challenge","","",""
"","15","20 Отредактировать существующее todo в системе частично PUT /todos/{id}","chromium","Sat Nov 08 19:20:16 UTC 2025","passed","Sat Nov 08 19:20:16 UTC 2025","API challenge","","",""
"","15","11 Создание todo с title > 50 символов POST /todos","chromium","Sat Nov 08 19:20:15 UTC 2025","passed","Sat Nov 08 19:20:15 UTC 2025","API challenge","","",""
"","17","09 Получить информацию по todos со статусом Done GET /todos/{Id}","chromium","Sat Nov 08 19:20:15 UTC 2025","passed","Sat Nov 08 19:20:15 UTC 2025","API challenge","","",""
"","22","02 Получить список заданий GET /challenges","chromium","Sat Nov 08 19:20:15 UTC 2025","passed","Sat Nov 08 19:20:15 UTC 2025","API challenge","","",""
"","13","27 Получить список todos с Any форматом GET /todos","chromium","Sat Nov 08 19:20:16 UTC 2025","passed","Sat Nov 08 19:20:16 UTC 2025","API challenge","","",""
"","22","04 Получить список todo not plural GET /todo","chromium","Sat Nov 08 19:20:15 UTC 2025","passed","Sat Nov 08 19:20:15 UTC 2025","API challenge","","",""
"","14","21 Отредактировать существующее todo в системе без параметра title PUT /todos/{id}","chromium","Sat Nov 08 19:20:16 UTC 2025","passed","Sat Nov 08 19:20:16 UTC 2025","API challenge","","",""
"","16","12 Создание todo с description > 200 символов POST /todos","chromium","Sat Nov 08 19:20:15 UTC 2025","passed","Sat Nov 08 19:20:15 UTC 2025","API challenge","","",""
"","3010","Регистрация пользователя","chromium","Sat Nov 08 19:20:41 UTC 2025","passed","Sat Nov 08 19:20:44 UTC 2025","Регистрация","","",""
"","47","08 Создание POST /todos","chromium","Sat Nov 08 19:20:15 UTC 2025","passed","Sat Nov 08 19:20:15 UTC 2025","API challenge","","",""
"","16","06 Получить информацию todos по несуществующему ID GET /todos/{Id}","chromium","Sat Nov 08 19:20:15 UTC 2025","passed","Sat Nov 08 19:20:15 UTC 2025","API challenge","","",""
"","23","10 Создание todo с параметром doneStatus содержащим недопустимое значение POST /todos","chromium","Sat Nov 08 19:20:15 UTC 2025","passed","Sat Nov 08 19:20:15 UTC 2025","API challenge","","",""
"","15","16 Отредактировать несуществующее todo в системе PUT /todos/{id}","chromium","Sat Nov 08 19:20:16 UTC 2025","passed","Sat Nov 08 19:20:16 UTC 2025","API challenge","","",""
"","13","23 Удаление существующущего todo в системе DELETE /todos/{id}","chromium","Sat Nov 08 19:20:16 UTC 2025","passed","Sat Nov 08 19:20:16 UTC 2025","API challenge","","",""
"","18","14 Создание todo с превышением максимального количества символов в названии POST /todos","chromium","Sat Nov 08 19:20:15 UTC 2025","passed","Sat Nov 08 19:20:15 UTC 2025","API challenge","","",""
"","15","30 Получить список todos с неподдерживаемым Accept Header GET /todos","chromium","Sat Nov 08 19:20:16 UTC 2025","passed","Sat Nov 08 19:20:16 UTC 2025","API challenge","","",""
"","13","29 Получить список todos без Accept Header GET /todos","chromium","Sat Nov 08 19:20:16 UTC 2025","passed","Sat Nov 08 19:20:16 UTC 2025","API challenge","","",""
"","13","26 Получить список todos с JSON форматом GET /todos","chromium","Sat Nov 08 19:20:16 UTC 2025","passed","Sat Nov 08 19:20:16 UTC 2025","API challenge","","",""
"","3093","Проверка имени пользователя в профиле","chromium","Sat Nov 08 19:20:31 UTC 2025","passed","Sat Nov 08 19:20:34 UTC 2025","Профиль пользователя","","",""
