"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31","30 Получить список todos с неподдерживаемым Accept Header GET /todos","chromium","Sat Nov 08 19:25:23 UTC 2025","passed","Sat Nov 08 19:25:23 UTC 2025","API challenge","","",""
"","31","16 Отредактировать несуществующее todo в системе PUT /todos/{id}","chromium","Sat Nov 08 19:25:22 UTC 2025","passed","Sat Nov 08 19:25:22 UTC 2025","API challenge","","",""
"","32","05 Получить информацию todos по ID GET /todos/{Id}","chromium","Sat Nov 08 19:25:22 UTC 2025","passed","Sat Nov 08 19:25:22 UTC 2025","API challenge","","",""
"","46","19 Отредактировать существующее todo в системе полностью PUT /todos/{id}","chromium","Sat Nov 08 19:25:22 UTC 2025","passed","Sat Nov 08 19:25:23 UTC 2025","API challenge","","",""
"","31","29 Получить список todos без Accept Header GET /todos","chromium","Sat Nov 08 19:25:23 UTC 2025","passed","Sat Nov 08 19:25:23 UTC 2025","API challenge","","",""
"","32","26 Получить список todos с JSON форматом GET /todos","chromium","Sat Nov 08 19:25:23 UTC 2025","passed","Sat Nov 08 19:25:23 UTC 2025","API challenge","","",""
"","4573","Добавление новой статьи","chromium","Sat Nov 08 19:25:23 UTC 2025","passed","Sat Nov 08 19:25:28 UTC 2025","Статьи пользователя","","",""
"","5348","Редактирование существующей статьи","chromium","Sat Nov 08 19:25:29 UTC 2025","passed","Sat Nov 08 19:25:34 UTC 2025","Статьи пользователя","","",""
"","64","02 Получить список заданий GET /challenges","chromium","Sat Nov 08 19:25:21 UTC 2025","passed","Sat Nov 08 19:25:21 UTC 2025","API challenge","","",""
"","5197","Добавление комментария к статье","chromium","Sat Nov 08 19:25:34 UTC 2025","passed","Sat Nov 08 19:25:39 UTC 2025","Статьи пользователя","","",""
"","35","14 Создание todo с превышением максимального количества символов в названии POST /todos","chromium","Sat Nov 08 19:25:22 UTC 2025","passed","Sat Nov 08 19:25:22 UTC 2025","API challenge","","",""
"","31","27 Получить список todos с Any форматом GET /todos","chromium","Sat Nov 08 19:25:23 UTC 2025","passed","Sat Nov 08 19:25:23 UTC 2025","API challenge","","",""
"","32","20 Отредактировать существующее todo в системе частично PUT /todos/{id}","chromium","Sat Nov 08 19:25:23 UTC 2025","passed","Sat Nov 08 19:25:23 UTC 2025","API challenge","","",""
"","47","15 Создание todo с дополнительным параметром priority POST /todos","chromium","Sat Nov 08 19:25:22 UTC 2025","passed","Sat Nov 08 19:25:22 UTC 2025","API challenge","","",""
"","34","07 Получить headers todos HEAD /todos","chromium","Sat Nov 08 19:25:22 UTC 2025","passed","Sat Nov 08 19:25:22 UTC 2025","API challenge","","",""
"","6168","Изменение данных пользователя","chromium","Sat Nov 08 19:25:42 UTC 2025","passed","Sat Nov 08 19:25:49 UTC 2025","Профиль пользователя","","",""
"","34","13 Создание todo с максимальными значениями title и description POST /todos","chromium","Sat Nov 08 19:25:22 UTC 2025","passed","Sat Nov 08 19:25:22 UTC 2025","API challenge","","",""
"","32","25 Получить список todos в XML формате GET /todos","chromium","Sat Nov 08 19:25:23 UTC 2025","passed","Sat Nov 08 19:25:23 UTC 2025","API challenge","","",""
"","33","06 Получить информацию todos по несуществующему ID GET /todos/{Id}","chromium","Sat Nov 08 19:25:22 UTC 2025","passed","Sat Nov 08 19:25:22 UTC 2025","API challenge","","",""
"","40","04 Получить список todo not plural GET /todo","chromium","Sat Nov 08 19:25:22 UTC 2025","passed","Sat Nov 08 19:25:22 UTC 2025","API challenge","","",""
"","32","18 Обновление несуществующего todo POST /todos/{id}","chromium","Sat Nov 08 19:25:22 UTC 2025","passed","Sat Nov 08 19:25:22 UTC 2025","API challenge","","",""
"","98","08 Создание POST /todos","chromium","Sat Nov 08 19:25:22 UTC 2025","passed","Sat Nov 08 19:25:22 UTC 2025","API challenge","","",""
"","33","12 Создание todo с description > 200 символов POST /todos","chromium","Sat Nov 08 19:25:22 UTC 2025","passed","Sat Nov 08 19:25:22 UTC 2025","API challenge","","",""
"","36","03 Получить список todos GET /todos","chromium","Sat Nov 08 19:25:22 UTC 2025","passed","Sat Nov 08 19:25:22 UTC 2025","API challenge","","",""
"","31","28 Получить список todos с XML pref форматом GET /todos","chromium","Sat Nov 08 19:25:23 UTC 2025","passed","Sat Nov 08 19:25:23 UTC 2025","API challenge","","",""
"","33","21 Отредактировать существующее todo в системе без параметра title PUT /todos/{id}","chromium","Sat Nov 08 19:25:23 UTC 2025","passed","Sat Nov 08 19:25:23 UTC 2025","API challenge","","",""
"","35","17 Обновление существующего todo POST /todos/{id}","chromium","Sat Nov 08 19:25:22 UTC 2025","passed","Sat Nov 08 19:25:22 UTC 2025","API challenge","","",""
"","42","10 Создание todo с параметром doneStatus содержащим недопустимое значение POST /todos","chromium","Sat Nov 08 19:25:22 UTC 2025","passed","Sat Nov 08 19:25:22 UTC 2025","API challenge","","",""
"","32","11 Создание todo с title > 50 символов POST /todos","chromium","Sat Nov 08 19:25:22 UTC 2025","passed","Sat Nov 08 19:25:22 UTC 2025","API challenge","","",""
"","3393","Регистрация пользователя","chromium","Sat Nov 08 19:25:49 UTC 2025","passed","Sat Nov 08 19:25:52 UTC 2025","Регистрация","","",""
"","30","23 Удаление существующущего todo в системе DELETE /todos/{id}","chromium","Sat Nov 08 19:25:23 UTC 2025","passed","Sat Nov 08 19:25:23 UTC 2025","API challenge","","",""
"","32","22 Отредактировать существующее todo в системе PUT /todos/{id}","chromium","Sat Nov 08 19:25:23 UTC 2025","passed","Sat Nov 08 19:25:23 UTC 2025","API challenge","","",""
"","31","24 Проверка доступных типов методов API /todos","chromium","Sat Nov 08 19:25:23 UTC 2025","passed","Sat Nov 08 19:25:23 UTC 2025","API challenge","","",""
"","3255","Проверка имени пользователя в профиле","chromium","Sat Nov 08 19:25:39 UTC 2025","passed","Sat Nov 08 19:25:42 UTC 2025","Профиль пользователя","","",""
"","35","09 Получить информацию по todos со статусом Done GET /todos/{Id}","chromium","Sat Nov 08 19:25:22 UTC 2025","passed","Sat Nov 08 19:25:22 UTC 2025","API challenge","","",""
