"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11","20 Отредактировать существующее todo в системе частично PUT /todos/{id}","chromium","Sat Nov 08 19:22:21 UTC 2025","passed","Sat Nov 08 19:22:21 UTC 2025","API challenge","","",""
"","27","07 Получить headers todos HEAD /todos","chromium","Sat Nov 08 19:22:20 UTC 2025","passed","Sat Nov 08 19:22:20 UTC 2025","API challenge","","",""
"","13","10 Создание todo с параметром doneStatus содержащим недопустимое значение POST /todos","chromium","Sat Nov 08 19:22:20 UTC 2025","passed","Sat Nov 08 19:22:20 UTC 2025","API challenge","","",""
"","4801","Добавление комментария к статье","chromium","Sat Nov 08 19:22:32 UTC 2025","passed","Sat Nov 08 19:22:37 UTC 2025","Статьи пользователя","","",""
"","21","22 Отредактировать существующее todo в системе PUT /todos/{id}","chromium","Sat Nov 08 19:22:21 UTC 2025","passed","Sat Nov 08 19:22:21 UTC 2025","API challenge","","",""
"","13","12 Создание todo с description > 200 символов POST /todos","chromium","Sat Nov 08 19:22:20 UTC 2025","passed","Sat Nov 08 19:22:20 UTC 2025","API challenge","","",""
"","10","24 Проверка доступных типов методов API /todos","chromium","Sat Nov 08 19:22:21 UTC 2025","passed","Sat Nov 08 19:22:21 UTC 2025","API challenge","","",""
"","35","08 Создание POST /todos","chromium","Sat Nov 08 19:22:20 UTC 2025","passed","Sat Nov 08 19:22:20 UTC 2025","API challenge","","",""
"","11","19 Отредактировать существующее todo в системе полностью PUT /todos/{id}","chromium","Sat Nov 08 19:22:21 UTC 2025","passed","Sat Nov 08 19:22:21 UTC 2025","API challenge","","",""
"","12","18 Обновление несуществующего todo POST /todos/{id}","chromium","Sat Nov 08 19:22:21 UTC 2025","passed","Sat Nov 08 19:22:21 UTC 2025","API challenge","","",""
"","16","03 Получить список todos GET /todos","chromium","Sat Nov 08 19:22:20 UTC 2025","passed","Sat Nov 08 19:22:20 UTC 2025","API challenge","","",""
"","10","23 Удаление существующущего todo в системе DELETE /todos/{id}","chromium","Sat Nov 08 19:22:21 UTC 2025","passed","Sat Nov 08 19:22:21 UTC 2025","API challenge","","",""
"","13","15 Создание todo с дополнительным параметром priority POST /todos","chromium","Sat Nov 08 19:22:20 UTC 2025","passed","Sat Nov 08 19:22:20 UTC 2025","API challenge","","",""
"","14","11 Создание todo с title > 50 символов POST /todos","chromium","Sat Nov 08 19:22:20 UTC 2025","passed","Sat Nov 08 19:22:20 UTC 2025","API challenge","","",""
"","12","05 Получить информацию todos по ID GET /todos/{Id}","chromium","Sat Nov 08 19:22:20 UTC 2025","passed","Sat Nov 08 19:22:20 UTC 2025","API challenge","","",""
"","11","25 Получить список todos в XML формате GET /todos","chromium","Sat Nov 08 19:22:21 UTC 2025","passed","Sat Nov 08 19:22:21 UTC 2025","API challenge","","",""
"","14","09 Получить информацию по todos со статусом Done GET /todos/{Id}","chromium","Sat Nov 08 19:22:20 UTC 2025","passed","Sat Nov 08 19:22:20 UTC 2025","API challenge","","",""
"","10","27 Получить список todos с Any форматом GET /todos","chromium","Sat Nov 08 19:22:21 UTC 2025","passed","Sat Nov 08 19:22:21 UTC 2025","API challenge","","",""
"","2594","Регистрация пользователя","chromium","Sat Nov 08 19:22:45 UTC 2025","passed","Sat Nov 08 19:22:48 UTC 2025","Регистрация","","",""
"","20","04 Получить список todo not plural GET /todo","chromium","Sat Nov 08 19:22:20 UTC 2025","passed","Sat Nov 08 19:22:20 UTC 2025","API challenge","","",""
"","3108","Проверка имени пользователя в профиле","chromium","Sat Nov 08 19:22:37 UTC 2025","passed","Sat Nov 08 19:22:40 UTC 2025","Профиль пользователя","","",""
"","11","26 Получить список todos с JSON форматом GET /todos","chromium","Sat Nov 08 19:22:21 UTC 2025","passed","Sat Nov 08 19:22:21 UTC 2025","API challenge","","",""
"","23","16 Отредактировать несуществующее todo в системе PUT /todos/{id}","chromium","Sat Nov 08 19:22:21 UTC 2025","passed","Sat Nov 08 19:22:21 UTC 2025","API challenge","","",""
"","5045","Редактирование существующей статьи","chromium","Sat Nov 08 19:22:27 UTC 2025","passed","Sat Nov 08 19:22:32 UTC 2025","Статьи пользователя","","",""
"","27","13 Создание todo с максимальными значениями title и description POST /todos","chromium","Sat Nov 08 19:22:20 UTC 2025","passed","Sat Nov 08 19:22:20 UTC 2025","API challenge","","",""
"","13","06 Получить информацию todos по несуществующему ID GET /todos/{Id}","chromium","Sat Nov 08 19:22:20 UTC 2025","passed","Sat Nov 08 19:22:20 UTC 2025","API challenge","","",""
"","13","21 Отредактировать существующее todo в системе без параметра title PUT /todos/{id}","chromium","Sat Nov 08 19:22:21 UTC 2025","passed","Sat Nov 08 19:22:21 UTC 2025","API challenge","","",""
"","5394","Изменение данных пользователя","chromium","Sat Nov 08 19:22:40 UTC 2025","passed","Sat Nov 08 19:22:45 UTC 2025","Профиль пользователя","","",""
"","11","29 Получить список todos без Accept Header GET /todos","chromium","Sat Nov 08 19:22:21 UTC 2025","passed","Sat Nov 08 19:22:21 UTC 2025","API challenge","","",""
"","14","14 Создание todo с превышением максимального количества символов в названии POST /todos","chromium","Sat Nov 08 19:22:20 UTC 2025","passed","Sat Nov 08 19:22:20 UTC 2025","API challenge","","",""
"","33","17 Обновление существующего todo POST /todos/{id}","chromium","Sat Nov 08 19:22:21 UTC 2025","passed","Sat Nov 08 19:22:21 UTC 2025","API challenge","","",""
"","22","02 Получить список заданий GET /challenges","chromium","Sat Nov 08 19:22:20 UTC 2025","passed","Sat Nov 08 19:22:20 UTC 2025","API challenge","","",""
"","4658","Добавление новой статьи","chromium","Sat Nov 08 19:22:21 UTC 2025","passed","Sat Nov 08 19:22:25 UTC 2025","Статьи пользователя","","",""
"","10","28 Получить список todos с XML pref форматом GET /todos","chromium","Sat Nov 08 19:22:21 UTC 2025","passed","Sat Nov 08 19:22:21 UTC 2025","API challenge","","",""
"","10","30 Получить список todos с неподдерживаемым Accept Header GET /todos","chromium","Sat Nov 08 19:22:21 UTC 2025","passed","Sat Nov 08 19:22:21 UTC 2025","API challenge","","",""
