"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32","29 Получить список todos без Accept Header GET /todos","chromium","Sat Nov 08 18:44:49 UTC 2025","passed","Sat Nov 08 18:44:49 UTC 2025","API challenge","","",""
"","32","21 Отредактировать существующее todo в системе без параметра title PUT /todos/{id}","chromium","Sat Nov 08 18:44:49 UTC 2025","passed","Sat Nov 08 18:44:49 UTC 2025","API challenge","","",""
"","5217","Редактирование существующей статьи","chromium","Sat Nov 08 18:44:55 UTC 2025","passed","Sat Nov 08 18:45:00 UTC 2025","Статьи пользователя","","",""
"","35","12 Создание todo с description > 200 символов POST /todos","chromium","Sat Nov 08 18:44:48 UTC 2025","passed","Sat Nov 08 18:44:48 UTC 2025","API challenge","","",""
"","33","18 Обновление несуществующего todo POST /todos/{id}","chromium","Sat Nov 08 18:44:48 UTC 2025","passed","Sat Nov 08 18:44:48 UTC 2025","API challenge","","",""
"","3125","Проверка имени пользователя в профиле","chromium","Sat Nov 08 18:45:05 UTC 2025","passed","Sat Nov 08 18:45:08 UTC 2025","Профиль пользователя","","",""
"","35","09 Получить информацию по todos со статусом Done GET /todos/{Id}","chromium","Sat Nov 08 18:44:48 UTC 2025","passed","Sat Nov 08 18:44:48 UTC 2025","API challenge","","",""
"","40","10 Создание todo с параметром doneStatus содержащим недопустимое значение POST /todos","chromium","Sat Nov 08 18:44:48 UTC 2025","passed","Sat Nov 08 18:44:48 UTC 2025","API challenge","","",""
"","4505","Добавление новой статьи","chromium","Sat Nov 08 18:44:49 UTC 2025","passed","Sat Nov 08 18:44:53 UTC 2025","Статьи пользователя","","",""
"","2762","Регистрация пользователя","chromium","Sat Nov 08 18:45:14 UTC 2025","passed","Sat Nov 08 18:45:17 UTC 2025","Регистрация","","",""
"","35","14 Создание todo с превышением максимального количества символов в названии POST /todos","chromium","Sat Nov 08 18:44:48 UTC 2025","passed","Sat Nov 08 18:44:48 UTC 2025","API challenge","","",""
"","32","06 Получить информацию todos по несуществующему ID GET /todos/{Id}","chromium","Sat Nov 08 18:44:48 UTC 2025","passed","Sat Nov 08 18:44:48 UTC 2025","API challenge","","",""
"","37","04 Получить список todo not plural GET /todo","chromium","Sat Nov 08 18:44:48 UTC 2025","passed","Sat Nov 08 18:44:48 UTC 2025","API challenge","","",""
"","31","24 Проверка доступных типов методов API /todos","chromium","Sat Nov 08 18:44:49 UTC 2025","passed","Sat Nov 08 18:44:49 UTC 2025","API challenge","","",""
"","31","28 Получить список todos с XML pref форматом GET /todos","chromium","Sat Nov 08 18:44:49 UTC 2025","passed","Sat Nov 08 18:44:49 UTC 2025","API challenge","","",""
"","32","25 Получить список todos в XML формате GET /todos","chromium","Sat Nov 08 18:44:49 UTC 2025","passed","Sat Nov 08 18:44:49 UTC 2025","API challenge","","",""
"","32","16 Отредактировать несуществующее todo в системе PUT /todos/{id}","chromium","Sat Nov 08 18:44:48 UTC 2025","passed","Sat Nov 08 18:44:48 UTC 2025","API challenge","","",""
"","33","22 Отредактировать существующее todo в системе PUT /todos/{id}","chromium","Sat Nov 08 18:44:49 UTC 2025","passed","Sat Nov 08 18:44:49 UTC 2025","API challenge","","",""
"","34","13 Создание todo с максимальными значениями title и description POST /todos","chromium","Sat Nov 08 18:44:48 UTC 2025","passed","Sat Nov 08 18:44:48 UTC 2025","API challenge","","",""
"","31","30 Получить список todos с неподдерживаемым Accept Header GET /todos","chromium","Sat Nov 08 18:44:49 UTC 2025","passed","Sat Nov 08 18:44:49 UTC 2025","API challenge","","",""
"","34","03 Получить список todos GET /todos","chromium","Sat Nov 08 18:44:48 UTC 2025","passed","Sat Nov 08 18:44:48 UTC 2025","API challenge","","",""
"","43","15 Создание todo с дополнительным параметром priority POST /todos","chromium","Sat Nov 08 18:44:48 UTC 2025","passed","Sat Nov 08 18:44:48 UTC 2025","API challenge","","",""
"","42","19 Отредактировать существующее todo в системе полностью PUT /todos/{id}","chromium","Sat Nov 08 18:44:48 UTC 2025","passed","Sat Nov 08 18:44:48 UTC 2025","API challenge","","",""
"","30","23 Удаление существующущего todo в системе DELETE /todos/{id}","chromium","Sat Nov 08 18:44:49 UTC 2025","passed","Sat Nov 08 18:44:49 UTC 2025","API challenge","","",""
"","34","11 Создание todo с title > 50 символов POST /todos","chromium","Sat Nov 08 18:44:48 UTC 2025","passed","Sat Nov 08 18:44:48 UTC 2025","API challenge","","",""
"","4883","Добавление комментария к статье","chromium","Sat Nov 08 18:45:00 UTC 2025","passed","Sat Nov 08 18:45:05 UTC 2025","Статьи пользователя","","",""
"","31","26 Получить список todos с JSON форматом GET /todos","chromium","Sat Nov 08 18:44:49 UTC 2025","passed","Sat Nov 08 18:44:49 UTC 2025","API challenge","","",""
"","35","17 Обновление существующего todo POST /todos/{id}","chromium","Sat Nov 08 18:44:48 UTC 2025","passed","Sat Nov 08 18:44:48 UTC 2025","API challenge","","",""
"","32","20 Отредактировать существующее todo в системе частично PUT /todos/{id}","chromium","Sat Nov 08 18:44:48 UTC 2025","passed","Sat Nov 08 18:44:49 UTC 2025","API challenge","","",""
"","34","07 Получить headers todos HEAD /todos","chromium","Sat Nov 08 18:44:48 UTC 2025","passed","Sat Nov 08 18:44:48 UTC 2025","API challenge","","",""
"","6598","Изменение данных пользователя","chromium","Sat Nov 08 18:45:08 UTC 2025","passed","Sat Nov 08 18:45:14 UTC 2025","Профиль пользователя","","",""
"","61","02 Получить список заданий GET /challenges","chromium","Sat Nov 08 18:44:47 UTC 2025","passed","Sat Nov 08 18:44:47 UTC 2025","API challenge","","",""
"","114","08 Создание POST /todos","chromium","Sat Nov 08 18:44:48 UTC 2025","passed","Sat Nov 08 18:44:48 UTC 2025","API challenge","","",""
