"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10","27 Получить список todos с Any форматом GET /todos","chromium","Thu Nov 13 06:05:02 UTC 2025","passed","Thu Nov 13 06:05:02 UTC 2025","API challenge","","",""
"","9","29 Получить список todos без Accept Header GET /todos","chromium","Thu Nov 13 06:05:02 UTC 2025","passed","Thu Nov 13 06:05:02 UTC 2025","API challenge","","",""
"","4434","Добавление комментария к статье","chromium","Thu Nov 13 06:05:12 UTC 2025","passed","Thu Nov 13 06:05:17 UTC 2025","Статьи пользователя","","",""
"","15","09 Получить информацию по todos со статусом Done GET /todos/{Id}","chromium","Thu Nov 13 06:05:01 UTC 2025","passed","Thu Nov 13 06:05:01 UTC 2025","API challenge","","",""
"","22","20 Отредактировать существующее todo в системе частично PUT /todos/{id}","chromium","Thu Nov 13 06:05:02 UTC 2025","passed","Thu Nov 13 06:05:02 UTC 2025","API challenge","","",""
"","12","14 Создание todo с превышением максимального количества символов в названии POST /todos","chromium","Thu Nov 13 06:05:01 UTC 2025","passed","Thu Nov 13 06:05:01 UTC 2025","API challenge","","",""
"","10","26 Получить список todos с JSON форматом GET /todos","chromium","Thu Nov 13 06:05:02 UTC 2025","passed","Thu Nov 13 06:05:02 UTC 2025","API challenge","","",""
"","14","06 Получить информацию todos по несуществующему ID GET /todos/{Id}","chromium","Thu Nov 13 06:05:01 UTC 2025","passed","Thu Nov 13 06:05:01 UTC 2025","API challenge","","",""
"","13","15 Создание todo с дополнительным параметром priority POST /todos","chromium","Thu Nov 13 06:05:01 UTC 2025","passed","Thu Nov 13 06:05:01 UTC 2025","API challenge","","",""
"","13","11 Создание todo с title > 50 символов POST /todos","chromium","Thu Nov 13 06:05:01 UTC 2025","passed","Thu Nov 13 06:05:01 UTC 2025","API challenge","","",""
"","15","25 Получить список todos в XML формате GET /todos","chromium","Thu Nov 13 06:05:02 UTC 2025","passed","Thu Nov 13 06:05:02 UTC 2025","API challenge","","",""
"","16","03 Получить список todos GET /todos","chromium","Thu Nov 13 06:05:01 UTC 2025","passed","Thu Nov 13 06:05:01 UTC 2025","API challenge","","",""
"","13","12 Создание todo с description > 200 символов POST /todos","chromium","Thu Nov 13 06:05:01 UTC 2025","passed","Thu Nov 13 06:05:01 UTC 2025","API challenge","","",""
"","43","08 Создание POST /todos","chromium","Thu Nov 13 06:05:01 UTC 2025","passed","Thu Nov 13 06:05:01 UTC 2025","API challenge","","",""
"","4880","Редактирование существующей статьи","chromium","Thu Nov 13 06:05:07 UTC 2025","passed","Thu Nov 13 06:05:12 UTC 2025","Статьи пользователя","","",""
