"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","148","02 Получить список заданий GET /challenges","chromium","Sat Nov 08 18:41:08 UTC 2025","passed","Sat Nov 08 18:41:08 UTC 2025","API challenge","","",""
"","76","06 Получить информацию todos по несуществующему ID GET /todos/{Id}","chromium","Sat Nov 08 18:41:09 UTC 2025","passed","Sat Nov 08 18:41:09 UTC 2025","API challenge","","",""
"","90","19 Отредактировать существующее todo в системе полностью PUT /todos/{id}","chromium","Sat Nov 08 18:41:10 UTC 2025","passed","Sat Nov 08 18:41:10 UTC 2025","API challenge","","",""
"","77","30 Получить список todos с неподдерживаемым Accept Header GET /todos","chromium","Sat Nov 08 18:41:11 UTC 2025","passed","Sat Nov 08 18:41:11 UTC 2025","API challenge","","",""
"","78","21 Отредактировать существующее todo в системе без параметра title PUT /todos/{id}","chromium","Sat Nov 08 18:41:10 UTC 2025","passed","Sat Nov 08 18:41:10 UTC 2025","API challenge","","",""
"","94","15 Создание todo с дополнительным параметром priority POST /todos","chromium","Sat Nov 08 18:41:10 UTC 2025","passed","Sat Nov 08 18:41:10 UTC 2025","API challenge","","",""
"","5145","Добавление новой статьи","chromium","Sat Nov 08 18:41:11 UTC 2025","passed","Sat Nov 08 18:41:16 UTC 2025","Статьи пользователя","","",""
"","3778","Проверка имени пользователя в профиле","chromium","Sat Nov 08 18:41:29 UTC 2025","passed","Sat Nov 08 18:41:32 UTC 2025","Профиль пользователя","","",""
"","78","25 Получить список todos в XML формате GET /todos","chromium","Sat Nov 08 18:41:11 UTC 2025","passed","Sat Nov 08 18:41:11 UTC 2025","API challenge","","",""
"","80","13 Создание todo с максимальными значениями title и description POST /todos","chromium","Sat Nov 08 18:41:10 UTC 2025","passed","Sat Nov 08 18:41:10 UTC 2025","API challenge","","",""
"","75","05 Получить информацию todos по ID GET /todos/{Id}","chromium","Sat Nov 08 18:41:09 UTC 2025","passed","Sat Nov 08 18:41:09 UTC 2025","API challenge","","",""
"","7774","Изменение данных пользователя","chromium","Sat Nov 08 18:41:32 UTC 2025","passed","Sat Nov 08 18:41:40 UTC 2025","Профиль пользователя","","",""
"","79","26 Получить список todos с JSON форматом GET /todos","chromium","Sat Nov 08 18:41:11 UTC 2025","passed","Sat Nov 08 18:41:11 UTC 2025","API challenge","","",""
"","79","18 Обновление несуществующего todo POST /todos/{id}","chromium","Sat Nov 08 18:41:10 UTC 2025","passed","Sat Nov 08 18:41:10 UTC 2025","API challenge","","",""
