"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","83","10 Создание todo с параметром doneStatus содержащим недопустимое значение POST /todos","chromium","Sat Nov 08 18:10:10 UTC 2025","passed","Sat Nov 08 18:10:10 UTC 2025","API challenge","","",""
"","74","20 Отредактировать существующее todo в системе частично PUT /todos/{id}","chromium","Sat Nov 08 18:10:11 UTC 2025","passed","Sat Nov 08 18:10:11 UTC 2025","API challenge","","",""
"","73","24 Проверка доступных типов методов API /todos","chromium","Sat Nov 08 18:10:11 UTC 2025","passed","Sat Nov 08 18:10:11 UTC 2025","API challenge","","",""
"","81","03 Получить список todos GET /todos","chromium","Sat Nov 08 18:10:09 UTC 2025","passed","Sat Nov 08 18:10:09 UTC 2025","API challenge","","",""
"","85","15 Создание todo с дополнительным параметром priority POST /todos","chromium","Sat Nov 08 18:10:10 UTC 2025","passed","Sat Nov 08 18:10:11 UTC 2025","API challenge","","",""
"","4809","Добавление новой статьи","chromium","Sat Nov 08 18:10:12 UTC 2025","passed","Sat Nov 08 18:10:17 UTC 2025","Статьи пользователя","","",""
"","73","22 Отредактировать существующее todo в системе PUT /todos/{id}","chromium","Sat Nov 08 18:10:11 UTC 2025","passed","Sat Nov 08 18:10:11 UTC 2025","API challenge","","",""
"","75","11 Создание todo с title > 50 символов POST /todos","chromium","Sat Nov 08 18:10:10 UTC 2025","passed","Sat Nov 08 18:10:10 UTC 2025","API challenge","","",""
"","76","17 Обновление существующего todo POST /todos/{id}","chromium","Sat Nov 08 18:10:11 UTC 2025","passed","Sat Nov 08 18:10:11 UTC 2025","API challenge","","",""
"","73","27 Получить список todos с Any форматом GET /todos","chromium","Sat Nov 08 18:10:11 UTC 2025","passed","Sat Nov 08 18:10:12 UTC 2025","API challenge","","",""
"","74","25 Получить список todos в XML формате GET /todos","chromium","Sat Nov 08 18:10:11 UTC 2025","passed","Sat Nov 08 18:10:11 UTC 2025","API challenge","","",""
"","8979","Изменение данных пользователя","chromium","Sat Nov 08 18:10:32 UTC 2025","passed","Sat Nov 08 18:10:41 UTC 2025","Профиль пользователя","","",""
"","85","04 Получить список todo not plural GET /todo","chromium","Sat Nov 08 18:10:09 UTC 2025","passed","Sat Nov 08 18:10:09 UTC 2025","API challenge","","",""
"","75","12 Создание todo с description > 200 символов POST /todos","chromium","Sat Nov 08 18:10:10 UTC 2025","passed","Sat Nov 08 18:10:10 UTC 2025","API challenge","","",""
"","73","21 Отредактировать существующее todo в системе без параметра title PUT /todos/{id}","chromium","Sat Nov 08 18:10:11 UTC 2025","passed","Sat Nov 08 18:10:11 UTC 2025","API challenge","","",""
"","5763","Редактирование существующей статьи","chromium","Sat Nov 08 18:10:17 UTC 2025","passed","Sat Nov 08 18:10:23 UTC 2025","Статьи пользователя","","",""
"","5617","Добавление комментария к статье","chromium","Sat Nov 08 18:10:23 UTC 2025","passed","Sat Nov 08 18:10:28 UTC 2025","Статьи пользователя","","",""
"","79","06 Получить информацию todos по несуществующему ID GET /todos/{Id}","chromium","Sat Nov 08 18:10:10 UTC 2025","passed","Sat Nov 08 18:10:10 UTC 2025","API challenge","","",""
"","72","28 Получить список todos с XML pref форматом GET /todos","chromium","Sat Nov 08 18:10:12 UTC 2025","passed","Sat Nov 08 18:10:12 UTC 2025","API challenge","","",""
"","81","07 Получить headers todos HEAD /todos","chromium","Sat Nov 08 18:10:10 UTC 2025","passed","Sat Nov 08 18:10:10 UTC 2025","API challenge","","",""
"","74","18 Обновление несуществующего todo POST /todos/{id}","chromium","Sat Nov 08 18:10:11 UTC 2025","passed","Sat Nov 08 18:10:11 UTC 2025","API challenge","","",""
"","76","14 Создание todo с превышением максимального количества символов в названии POST /todos","chromium","Sat Nov 08 18:10:10 UTC 2025","passed","Sat Nov 08 18:10:10 UTC 2025","API challenge","","",""
"","72","30 Получить список todos с неподдерживаемым Accept Header GET /todos","chromium","Sat Nov 08 18:10:12 UTC 2025","passed","Sat Nov 08 18:10:12 UTC 2025","API challenge","","",""
"","155","02 Получить список заданий GET /challenges","chromium","Sat Nov 08 18:10:09 UTC 2025","passed","Sat Nov 08 18:10:09 UTC 2025","API challenge","","",""
"","78","09 Получить информацию по todos со статусом Done GET /todos/{Id}","chromium","Sat Nov 08 18:10:10 UTC 2025","passed","Sat Nov 08 18:10:10 UTC 2025","API challenge","","",""
"","73","16 Отредактировать несуществующее todo в системе PUT /todos/{id}","chromium","Sat Nov 08 18:10:11 UTC 2025","passed","Sat Nov 08 18:10:11 UTC 2025","API challenge","","",""
"","80","05 Получить информацию todos по ID GET /todos/{Id}","chromium","Sat Nov 08 18:10:09 UTC 2025","passed","Sat Nov 08 18:10:10 UTC 2025","API challenge","","",""
"","71","23 Удаление существующущего todo в системе DELETE /todos/{id}","chromium","Sat Nov 08 18:10:11 UTC 2025","passed","Sat Nov 08 18:10:11 UTC 2025","API challenge","","",""
"","75","13 Создание todo с максимальными значениями title и description POST /todos","chromium","Sat Nov 08 18:10:10 UTC 2025","passed","Sat Nov 08 18:10:10 UTC 2025","API challenge","","",""
"","218","08 Создание POST /todos","chromium","Sat Nov 08 18:10:10 UTC 2025","passed","Sat Nov 08 18:10:10 UTC 2025","API challenge","","",""
"","3792","Проверка имени пользователя в профиле","chromium","Sat Nov 08 18:10:28 UTC 2025","passed","Sat Nov 08 18:10:32 UTC 2025","Профиль пользователя","","",""
"","85","19 Отредактировать существующее todo в системе полностью PUT /todos/{id}","chromium","Sat Nov 08 18:10:11 UTC 2025","passed","Sat Nov 08 18:10:11 UTC 2025","API challenge","","",""
"","72","29 Получить список todos без Accept Header GET /todos","chromium","Sat Nov 08 18:10:12 UTC 2025","passed","Sat Nov 08 18:10:12 UTC 2025","API challenge","","",""
